Voltage (V),Current (A),Voltage error (V),Current error (A)
0.23161290322580644,1.1730205278592376e-05,0.00168237481424584,6.4248980352512154e-06
0.22064516129032258,9.384164222873902e-05,0.012496825819667871,5.5424444128691855e-05
0.23741935483870966,8.797653958944282e-06,0.003717383300874301,3.2124490176256077e-06
0.24387096774193545,1.7595307917888564e-05,0.0033647496284916916,1.2715239524151789e-05
0.24516129032258066,0.0,0.003026074683757048,0.0
0.2503225806451613,1.1730205278592376e-05,0.002970545660186154,7.647158246572023e-06
0.24774193548387094,2.0527859237536656e-05,0.0033399171885276865,1.284979607050243e-05
0.2561290322580645,8.797653958944282e-06,0.0026756698520422886,5.245907278591882e-06
0.2632258064516129,1.466275659824047e-05,0.004337480339089454,1.0158655762867315e-05
0.2612903225806451,2.932551319648094e-06,0.003026074683757059,2.622953639295941e-06
0.2651612903225806,8.797653958944282e-06,0.004018686839328371,5.2459072785918825e-06
0.2496774193548387,9.3841642228739e-05,0.014869533203497227,5.2720715669781185e-05
0.27096774193548384,8.797653958944282e-06,0.0015803159630859251,7.868860917887825e-06
0.27419354838709675,1.7595307917888564e-05,0.0020401791355925077,9.637347052876823e-06
0.28322580645161294,0.0,0.0010795613245601003,0.0
0.2864516129032258,2.932551319648094e-06,0.001413477567755265,2.622953639295941e-06
0.2793548387096774,1.1730205278592376e-05,0.004432403622533591,1.0491814557183763e-05
0.27225806451612905,5.2785923753665686e-05,0.012629351538830609,4.0761408454883406e-05
0.28258064516129033,2.6392961876832843e-05,0.00414111136409837,1.729956739443123e-05
0.28774193548387095,2.346041055718475e-05,0.0045983302403110864,8.894868556072201e-06
0.3006451612903226,2.932551319648094e-06,0.0021202163516329062,2.622953639295941e-06
0.2858064516129032,8.211143695014664e-05,0.01486953320349722,6.694957501525404e-05
0.30193548387096775,1.7595307917888564e-05,0.0033647496284916977,7.647158246572023e-06
0.30838709677419357,8.797653958944282e-06,0.0021591226491202006,3.2124490176256077e-06
0.31806451612903225,2.932551319648094e-06,0.0063606490548987005,2.622953639295941e-06
0.30774193548387097,1.1730205278592376e-05,0.0023439873709141853,7.647158246572023e-06
0.31354838709677424,8.797653958944282e-06,0.001682374814245843,5.245907278591882e-06
0.3193548387096774,8.797653958944282e-06,0.0018247916933846434,3.2124490176256077e-06
0.3303225806451613,1.466275659824047e-05,0.008037373678656742,7.183254377663279e-06
0.3290322580645161,1.466275659824047e-05,0.0025806451612903234,4.147253848601451e-06
0.3303225806451613,5.865102639296188e-06,0.002675669852042289,3.2124490176256077e-06
0.32967741935483874,2.932551319648094e-06,0.004018686839328374,2.622953639295941e-06
0.33741935483870966,1.466275659824047e-05,0.0034862596351242035,1.0158655762867315e-05
0.3219354838709677,7.624633431085043e-05,0.01399866204399022,6.17091304988276e-05
0.3432258064516129,0.0,0.00403934860451575,0.0
0.3483870967741935,5.865102639296188e-06,0.0015803159630859251,3.2124490176256077e-06
0.3470967741935484,8.797653958944282e-06,0.0014711940969021173,7.868860917887825e-06
0.35225806451612907,5.865102639296188e-06,0.0016823748142458488,5.245907278591882e-06
0.35806451612903223,0.0,0.0024139725075960853,0.0
0.3580645161290323,8.797653958944282e-06,0.0018247916933846354,5.2459072785918825e-06
0.35935483870967744,1.466275659824047e-05,0.0014711940969021106,4.147253848601451e-06
0.3632258064516129,2.0527859237536656e-05,0.0026756698520422825,1.8360675475071585e-05
0.3709677419354839,8.797653958944282e-06,0.0015803159630859251,3.2124490176256077e-06
0.35870967741935483,2.932551319648094e-05,0.005351339704084567,9.273541525420467e-06
0.367741935483871,3.519061583577713e-05,0.007355970484510559,2.8310893574538817e-05
0.38,5.865102639296188e-06,0.0016823748142458456,5.245907278591882e-06
0.37935483870967734,1.7595307917888564e-05,0.0041411113640983785,1.573772183577565e-05
0.37806451612903225,3.812316715542522e-05,0.002481985040215654,1.6380340227294945e-05
0.3812903225806452,0.0,0.004687974741828377,0.0
0.3845161290322581,5.865102639296188e-06,0.003339917188527686,3.2124490176256077e-06
0.3916129032258064,5.865102639296188e-06,0.002970545660186153,3.2124490176256077e-06
0.39419354838709675,8.797653958944282e-06,0.0038059048267748735,7.868860917887825e-06
0.41032258064516125,2.932551319648094e-06,0.007922622675101295,2.622953639295941e-06
0.4019354838709678,1.1730205278592376e-05,0.0014711940969021173,4.9070969298186245e-06
0.40451612903225803,2.932551319648094e-06,0.002675669852042284,2.622953639295941e-06
0.40838709677419355,1.7595307917888564e-05,0.0043374803390894496,9.637347052876823e-06
0.4232258064516129,2.932551319648094e-06,0.008578462007016601,2.622953639295941e-06
0.41290322580645167,8.797653958944282e-06,0.00376190444828729,3.2124490176256077e-06
0.4,8.797653958944282e-05,0.014569793278240276,6.303280134957383e-05
0.43161290322580637,2.932551319648094e-06,0.00786991002940743,2.622953639295941e-06
0.42451612903225805,8.797653958944282e-06,0.0007067387838776356,3.2124490176256077e-06
0.43032258064516127,2.932551319648094e-06,0.002970545660186159,2.622953639295941e-06
0.43354838709677423,2.932551319648094e-06,0.0014711940969021173,2.622953639295941e-06
0.42387096774193556,3.2258064516129034e-05,0.003486259635124203,9.637347052876823e-06
0.4316129032258065,6.158357771260997e-05,0.01469495584775013,3.528823215599137e-05
0.43677419354838715,3.519061583577713e-05,0.004432403622533595,1.9715819723133854e-05
0.43741935483870964,3.2258064516129034e-05,0.005047124442737531,1.7299567394431232e-05
0.44451612903225807,2.932551319648094e-06,0.0043182452982403925,2.622953639295941e-06
0.44903225806451613,2.0527859237536656e-05,0.0019138576740892082,6.687245895009607e-06
0.45290322580645165,1.1730205278592376e-05,0.0019568710823358888,4.907096929818625e-06
0.46322580645161293,1.1730205278592376e-05,0.00661722911223643,4.907096929818625e-06
0.46322580645161293,2.932551319648094e-06,0.0038277153481784073,2.622953639295941e-06
0.4632258064516129,1.1730205278592376e-05,0.0014711940969021114,4.907096929818625e-06
0.46903225806451615,0.0,0.0014711940969021104,0.0
0.4612903225806451,1.466275659824047e-05,0.003533693919388159,1.3114768196479705e-05
0.45999999999999996,6.451612903225808e-05,0.010624613600123302,5.448550926683211e-05
0.4741935483870968,3.812316715542522e-05,0.011062211741601446,2.8005481258213067e-05
0.48,2.932551319648094e-06,0.005272984965600654,2.622953639295941e-06
0.4761290322580646,8.797653958944282e-06,0.0025153017664023194,3.2124490176256077e-06
0.4838709677419355,2.346041055718475e-05,0.006052149367514099,1.7886159157744172e-05
0.4793548387096774,1.466275659824047e-05,0.0041411113640983785,1.3114768196479705e-05
0.49548387096774194,8.797653958944282e-06,0.0011540996012902145,5.2459072785918825e-06
0.4922580645161291,1.7595307917888564e-05,0.002970545660186142,1.2715239524151789e-05
0.49935483870967745,5.865102639296188e-06,0.001079561324560091,3.2124490176256077e-06
0.5019354838709678,2.932551319648094e-06,0.004432403622533595,2.622953639295941e-06
0.5038709677419355,1.466275659824047e-05,0.006412786394729902,4.147253848601451e-06
0.5051612903225806,8.797653958944282e-06,0.0055198063577309615,7.868860917887823e-06
0.5148387096774194,0.0,0.001956871082335899,0.0
0.5129032258064516,8.797653958944282e-06,0.0025806451612903126,3.2124490176256077e-06
0.5141935483870969,1.7595307917888564e-05,0.003364749628491683,9.637347052876823e-06
0.5225806451612904,1.1730205278592376e-05,0.0037619044482872965,6.4248980352512154e-06
0.5135483870967742,5.865102639296188e-05,0.013879217351767593,5.245907278591882e-05
0.5174193548387097,2.346041055718475e-05,0.006093274298383281,1.7886159157744172e-05
0.5193548387096774,4.69208211143695e-05,0.0069485997511413,3.877183315199627e-05
0.532258064516129,2.932551319648094e-06,0.0015803159630859342,2.622953639295941e-06
0.5380645161290323,2.0527859237536656e-05,0.009004565843802803,5.245907278591882e-06
0.5329032258064517,4.398826979472141e-05,0.007490542076748389,2.7195362156878898e-05
0.5309677419354838,3.812316715542522e-05,0.005209452706628747,2.178788929150347e-05
0.5458064516129032,5.865102639296188e-06,0.0016823748142458202,3.2124490176256077e-06
0.5470967741935484,5.865102639296188e-06,0.005288748782430768,5.245907278591882e-06
0.5580645161290323,0.0,0.0020401791355925077,0.0
0.5541935483870968,5.865102639296188e-06,0.0010795613245600975,3.2124490176256077e-06
0.5458064516129032,6.744868035190616e-05,0.011698608471373557,5.072550923270299e-05
0.5612903225806452,1.1730205278592376e-05,0.0018247916933846358,4.9070969298186245e-06
0.5664516129032259,5.865102639296188e-06,0.001956871082335874,5.245907278591882e-06
0.572258064516129,2.932551319648094e-06,0.0019568710823358905,2.622953639295941e-06
0.5696774193548386,2.0527859237536656e-05,0.004616398405160851,1.8360675475071585e-05
0.5703225806451613,8.797653958944282e-06,0.004598330240311086,3.2124490176256077e-06
0.5735483870967741,8.797653958944282e-06,0.004018686839328365,3.2124490176256077e-06
0.5787096774193549,0.0,0.005209452706628725,0.0
0.5819354838709677,1.1730205278592376e-05,0.0021591226491201898,4.907096929818625e-06
0.5845161290322579,1.1730205278592376e-05,0.002120216351632905,6.4248980352512154e-06
0.5851612903225807,2.932551319648094e-05,0.005443876931542961,2.622953639295941e-05
0.592258064516129,1.1730205278592376e-05,0.004432403622533599,1.0491814557183763e-05
0.5929032258064517,1.466275659824047e-05,0.0024819850402156706,0.0
0.6025806451612904,0.0,0.0005770498006451184,0.0
0.6012903225806452,5.2785923753665686e-05,0.010585364801029,4.400781579426174e-05
0.6083870967741936,2.932551319648094e-06,0.0014711940969021056,2.622953639295941e-06
0.6083870967741936,8.797653958944282e-06,0.004879398813210086,5.245907278591882e-06
0.6148387096774194,2.932551319648094e-06,0.0007067387838776314,2.622953639295941e-06
0.62,1.466275659824047e-05,0.0019138576740892052,8.294507697202903e-06
0.6225806451612904,0.0,0.0015803159630859342,0.0
0.6109677419354839,7.624633431085043e-05,0.01269509561419236,5.856298377180816e-05
0.6206451612903227,3.2258064516129034e-05,0.004963970080431323,2.2487143123379257e-05
0.6245161290322582,5.865102639296188e-06,0.004963970080431319,3.2124490176256077e-06
0.6348387096774194,8.797653958944282e-06,0.0027973526953133875,5.245907278591882e-06
0.630967741935484,1.1730205278592376e-05,0.0026756698520422856,7.647158246572023e-06
0.6393548387096775,2.932551319648094e-06,0.004018686839328378,2.622953639295941e-06
0.6458064516129032,0.0,0.001079561324560103,0.0
0.6432258064516129,1.466275659824047e-05,0.004240432703265795,1.3114768196479705e-05
0.647741935483871,1.1730205278592376e-05,0.003339917188527683,4.907096929818624e-06
0.6516129032258065,1.466275659824047e-05,0.0028852490032255373,1.0158655762867315e-05
0.6380645161290323,7.917888563049855e-05,0.014175942159455248,6.758878728862374e-05
0.6612903225806451,0.0,0.0,0.0
0.6625806451612904,1.1730205278592376e-05,0.0017311494019353188,6.4248980352512154e-06
0.663225806451613,1.7595307917888564e-05,0.004039348604515749,1.573772183577565e-05
0.667741935483871,1.1730205278592376e-05,0.001580315963085916,6.4248980352512154e-06
0.667741935483871,2.932551319648094e-06,0.003977041292238049,2.622953639295941e-06
0.6780645161290322,0.0,0.001079561324560103,0.0
0.6761290322580645,5.865102639296188e-06,0.0017311494019353188,3.2124490176256077e-06
0.6793548387096774,8.797653958944282e-06,0.002515301766402311,5.245907278591882e-06
0.6761290322580645,4.69208211143695e-05,0.007880480766246442,3.553109966184389e-05
0.6903225806451613,2.932551319648094e-06,0.0009123958466923217,2.622953639295941e-06
0.6838709677419355,4.398826979472141e-05,0.007355970484510575,3.615492083852772e-05
0.6864516129032256,5.571847507331378e-05,0.007600865277431311,3.479741225616733e-05
0.6967741935483871,1.1730205278592376e-05,0.0028852490032255226,7.647158246572023e-06
0.7012903225806452,5.865102639296188e-06,0.001956871082335879,5.245907278591882e-06
0.7051612903225807,1.466275659824047e-05,0.0026756698520422903,8.294507697202903e-06
0.7096774193548387,2.932551319648094e-06,0.003977041292238045,2.622953639295941e-06
0.7096774193548387,5.865102639296188e-06,0.002040179135592501,3.2124490176256077e-06
0.7070967741935484,1.1730205278592376e-05,0.004598330240311092,2.622953639295941e-06
0.7212903225806452,2.932551319648094e-06,0.0019568710823358875,2.622953639295941e-06
0.7051612903225807,8.211143695014662e-05,0.014925412893854203,6.40613134119092e-05
0.7290322580645162,3.519061583577713e-05,0.002040179135592508,3.14754436715513e-05
0.72,2.346041055718475e-05,0.002942388193804241,1.4721290789455873e-05
0.7329032258064516,0.0,0.001682374814245856,0.0
0.7316129032258065,5.865102639296188e-06,0.003580499851744926,3.2124490176256077e-06
0.7348387096774194,5.865102639296188e-06,0.0021202163516329062,3.2124490176256077e-06
0.7496774193548387,0.0,0.007102636874592449,0.0
0.7412903225806452,5.865102639296188e-06,0.0024819850402156497,3.2124490176256077e-06
0.7451612903225807,2.0527859237536656e-05,0.0043756967633066255,1.5294316493144046e-05
0.7283870967741934,9.09090909090909e-05,0.01275397552841452,6.100834544959925e-05
0.7574193548387097,5.865102639296188e-06,0.004018686839328359,3.2124490176256077e-06
0.7529032258064516,8.797653958944282e-06,0.0019568710823358757,5.2459072785918825e-06
0.7548387096774193,1.1730205278592376e-05,0.003977041292238049,1.0491814557183763e-05
0.7593548387096775,1.466275659824047e-05,0.001956871082335874,7.183254377663279e-06
0.7606451612903224,1.7595307917888564e-05,0.0036949215647164714,6.4248980352512154e-06
0.7683870967741935,1.1730205278592376e-05,0.0033399171885277043,1.0491814557183763e-05
0.7754838709677419,0.0,0.0007067387838776475,0.0
0.7703225806451613,3.2258064516129034e-05,0.003462298803870653,1.9628387719274498e-05
0.7729032258064517,5.865102639296188e-06,0.004141111364098374,3.2124490176256077e-06
0.7838709677419354,5.865102639296188e-06,0.0024139725075961035,5.245907278591882e-06
0.7877419354838711,5.865102639296188e-06,0.0010795613245601079,3.2124490176256077e-06
0.7864516129032257,1.466275659824047e-05,0.003339917188527696,5.865102639296187e-06
0.7883870967741935,1.466275659824047e-05,0.0034862596351242017,1.0158655762867314e-05
0.7929032258064516,1.7595307917888564e-05,0.003339917188527687,1.0491814557183763e-05
0.7993548387096775,0.0,0.0019138576740891948,0.0
0.7993548387096774,0.0,0.003580499851744936,0.0
0.8025806451612902,1.1730205278592376e-05,0.002942388193804232,1.0491814557183763e-05
0.8058064516129033,0.0,0.0016823748142458404,0.0
0.8103225806451613,2.932551319648094e-06,0.0019138576740892052,2.622953639295941e-06
0.812258064516129,8.797653958944282e-06,0.003580499851744936,5.245907278591882e-06
0.8109677419354838,8.797653958944282e-06,0.004879398813210084,5.245907278591882e-06
0.801290322580645,7.624633431085043e-05,0.01289031612257258,5.856298377180816e-05
0.8225806451612904,2.0527859237536656e-05,0.0028852490032255274,8.894868556072201e-06
0.8187096774193549,2.6392961876832843e-05,0.0044135822907063315,1.729956739443123e-05
0.8283870967741935,1.466275659824047e-05,0.0026443743912153966,5.865102639296187e-06
0.830967741935484,1.466275659824047e-05,0.002675669852042286,8.294507697202903e-06
0.8258064516129032,5.865102639296188e-05,0.006386770926846251,3.075685771759975e-05
0.8361290322580646,8.797653958944282e-06,0.0014134775677552712,5.245907278591882e-06
0.8425806451612903,8.797653958944282e-06,0.005799278723675926,7.868860917887825e-06
0.8425806451612903,8.797653958944282e-06,0.003462298803870628,5.2459072785918825e-06
0.8496774193548386,0.0,0.0011540996012901971,0.0
0.8509677419354839,1.1730205278592376e-05,0.003580499851744936,1.0491814557183763e-05
0.8387096774193548,5.571847507331378e-05,0.011395820472681098,4.662664378733558e-05
0.8554838709677419,1.1730205278592376e-05,0.0014134775677552768,4.907096929818625e-06
0.856774193548387,1.1730205278592376e-05,0.0062283965863985475,1.0491814557183763e-05
0.8612903225806452,2.0527859237536656e-05,0.0037619044482873083,1.5294316493144046e-05
0.8670967741935485,8.797653958944282e-06,0.0010795613245600923,5.245907278591882e-06
0.870967741935484,1.7595307917888564e-05,0.0030260746837570494,4.9070969298186245e-06
0.8729032258064515,2.932551319648094e-06,0.0026756698520422834,2.622953639295941e-06
0.875483870967742,8.797653958944282e-06,0.0019568710823358875,3.2124490176256077e-06
0.8922580645161291,2.932551319648094e-06,0.006924597607741286,2.622953639295941e-06
0.8729032258064517,1.466275659824047e-05,0.002675669852042303,5.865102639296187e-06
0.8851612903225806,1.466275659824047e-05,0.0025153017664023077,4.147253848601451e-06
0.8883870967741935,2.932551319648094e-06,0.0025153017664023146,2.622953639295941e-06
0.8916129032258064,2.932551319648094e-06,0.0043374803390894496,2.622953639295941e-06
0.8935483870967742,1.1730205278592376e-05,0.0025806451612903126,7.647158246572023e-06
0.9006451612903226,1.1730205278592376e-05,0.00308060293840344,6.4248980352512154e-06
0.9058064516129033,2.932551319648094e-06,0.0014134775677552627,2.622953639295941e-06
0.8993548387096775,2.346041055718475e-05,0.004862308046817222,2.0983629114367526e-05
0.9070967741935483,8.797653958944282e-06,0.001413477567755271,7.868860917887825e-06
0.9070967741935483,5.865102639296188e-06,0.004775936909244319,3.2124490176256077e-06
0.9129032258064516,2.932551319648094e-06,0.0018247916933846276,2.622953639295941e-06
0.9199999999999999,0.0,0.001079561324560103,0.0
0.9225806451612903,1.1730205278592376e-05,0.0024139725075960914,6.4248980352512154e-06
0.9187096774193548,2.932551319648094e-05,0.004018686839328377,1.0972602307254958e-05
0.9161290322580646,6.744868035190616e-05,0.01179075282741747,5.7105742848741744e-05
0.9341935483870968,0.0,0.0026756698520422834,0.0
0.9341935483870968,8.797653958944282e-06,0.0014711940969021054,5.2459072785918825e-06
0.9309677419354839,2.346041055718475e-05,0.004141111364098383,1.5294316493144046e-05
0.9400000000000001,1.7595307917888564e-05,0.0017311494019353318,1.0491814557183763e-05
0.9406451612903226,8.797653958944282e-06,0.004337480339089449,5.2459072785918825e-06
0.9490322580645161,1.7595307917888564e-05,0.008231813113670475,7.647158246572023e-06
0.9470967741935485,5.865102639296188e-06,0.004141111364098372,5.245907278591882e-06
0.9535483870967741,8.797653958944282e-06,0.0014711940969021073,5.245907278591882e-06
0.9309677419354838,0.00017008797653958945,0.01467227843323853,6.325072006823654e-05
0.9574193548387097,8.797653958944282e-06,0.004318245298240384,5.2459072785918825e-06
0.9574193548387097,1.1730205278592376e-05,0.0027973526953133914,4.907096929818625e-06
0.9703225806451613,8.797653958944282e-06,0.002797352695313389,7.868860917887825e-06
0.967741935483871,5.865102639296188e-06,0.003026074683757059,3.2124490176256077e-06
0.9716129032258065,8.797653958944282e-06,0.0010795613245601003,5.2459072785918825e-06
0.9754838709677418,5.865102639296188e-06,0.002343987370914183,3.2124490176256077e-06
0.9877419354838709,1.466275659824047e-05,0.007922622675101318,5.865102639296187e-06
0.9793548387096773,1.1730205278592376e-05,0.0014711940969021212,1.0491814557183763e-05
0.9864516129032257,5.865102639296188e-06,0.006079596897749547,5.245907278591882e-06
0.9858064516129031,2.6392961876832843e-05,0.002826955135510551,1.4603987798227252e-05
0.9858064516129031,1.1730205278592376e-05,0.004337480339089448,2.622953639295941e-06
0.9922580645161292,1.1730205278592376e-05,0.002675669852042305,4.907096929818625e-06
0.9735483870967743,0.00013196480938416425,0.012456793172797093,5.9956153373199035e-05
1.0096774193548388,8.797653958944282e-06,0.008751393526613246,5.245907278591882e-06
0.9980645161290322,2.346041055718475e-05,0.005366873378860734,2.0983629114367526e-05
1.0064516129032257,1.466275659824047e-05,0.003413872659438207,1.0158655762867315e-05
1.0129032258064519,8.797653958944282e-06,0.004561979233461587,3.2124490176256077e-06
1.013548387096774,0.0,0.004775936909244307,0.0
1.0174193548387098,1.7595307917888564e-05,0.0046163984051608604,1.2715239524151789e-05
1.0238709677419355,0.0,0.0014711940969021349,0.0
1.0258064516129033,5.865102639296188e-06,0.0015803159630859342,5.245907278591882e-06
1.030967741935484,5.865102639296188e-06,0.0007067387838776233,3.2124490176256077e-06
1.0212903225806451,2.346041055718475e-05,0.004337480339089417,9.81419385963725e-06
1.0212903225806451,3.2258064516129034e-05,0.005519806357730965,2.885249003225535e-05
1.0380645161290323,8.797653958944282e-06,0.001079561324560103,5.2459072785918825e-06
1.036774193548387,1.1730205278592376e-05,0.0029705456601861447,7.647158246572023e-06
1.0438709677419356,0.0,0.0037173833008742863,0.0
1.050967741935484,0.0,0.007922622675101305,0.0
1.0406451612903227,4.69208211143695e-05,0.008392058085940188,3.877183315199627e-05
1.0516129032258064,1.1730205278592376e-05,0.003761904448287281,4.907096929818625e-06
1.0561290322580645,8.797653958944282e-06,0.0026756698520422877,7.868860917887825e-06
1.0593548387096774,8.797653958944282e-06,0.0007067387838776233,5.245907278591882e-06
1.0638709677419356,2.932551319648094e-06,0.0014134775677552465,2.622953639295941e-06
1.070967741935484,5.865102639296188e-06,0.0018247916933846276,3.2124490176256077e-06
1.0651612903225807,5.865102639296188e-06,0.005727055747399253,3.2124490176256077e-06
1.0703225806451613,8.797653958944282e-06,0.004220755415173192,5.245907278591882e-06
1.076774193548387,5.865102639296188e-06,0.0010795613245600817,3.2124490176256077e-06
1.0864516129032258,5.865102639296188e-06,0.010694898469730122,5.245907278591882e-06
1.0806451612903225,5.865102639296188e-06,0.001824791693384659,3.2124490176256077e-06
1.0896774193548386,2.932551319648094e-06,0.008332327375980874,2.622953639295941e-06
1.0903225806451613,1.1730205278592376e-05,0.0012903225806451422,6.4248980352512154e-06
1.095483870967742,1.1730205278592376e-05,0.0014711940969021153,4.907096929818625e-06
1.0929032258064517,0.0,0.0029423881938042424,0.0
1.0961290322580646,2.346041055718475e-05,0.003913742164671757,1.065448804960994e-05
1.1038709677419356,0.0,0.0014134775677552465,0.0
1.0980645161290323,5.865102639296188e-06,0.00414111136409835,5.245907278591882e-06
1.1064516129032256,5.865102639296188e-06,0.003026074683757045,3.2124490176256077e-06
1.1212903225806452,2.932551319648094e-06,0.007218890699715803,2.622953639295941e-06
1.1103225806451613,1.466275659824047e-05,0.003913742164671788,1.3114768196479705e-05
1.1232258064516132,1.466275659824047e-05,0.008674960678178899,5.865102639296187e-06
1.1161290322580646,2.932551319648094e-06,0.0030260746837570546,2.622953639295941e-06
1.1219354838709676,1.1730205278592376e-05,0.002797352695313385,1.0491814557183763e-05
1.1219354838709679,1.1730205278592376e-05,0.004220755415173203,4.907096929818625e-06
1.1303225806451613,5.865102639296188e-06,0.005128930816606916,5.245907278591882e-06
