U,I
0.001075268817204301,4.887585532746823e-06
0.002150537634408602,0.0
0.00967741935483871,9.775171065493646e-06
-0.035483870967741936,0.00020527859237536657
0.019354838709677417,0.0
0.023655913978494623,9.775171065493646e-06
0.019354838709677417,9.775171065493646e-06
0.022580645161290325,4.887585532746823e-06
0.03870967741935484,0.0
0.031182795698924733,1.466275659824047e-05
0.03225806451612903,1.466275659824047e-05
0.01075268817204301,0.00011241446725317693
0.04193548387096774,1.466275659824047e-05
0.034408602150537634,3.9100684261974585e-05
0.03655913978494624,0.0
0.048387096774193554,9.775171065493646e-06
0.05591397849462365,0.0
0.05591397849462366,0.0
0.06129032258064516,0.0
0.06021505376344086,1.466275659824047e-05
0.05483870967741936,4.398826979472141e-05
0.06774193548387097,0.0
0.07526881720430108,0.0
0.07956989247311828,4.887585532746823e-06
0.07526881720430108,0.0
0.08279569892473117,4.887585532746823e-06
0.07634408602150537,1.9550342130987292e-05
0.06666666666666667,0.00011241446725317693
0.08602150537634408,9.775171065493646e-06
0.09139784946236561,9.775171065493646e-06
0.0989247311827957,9.775171065493646e-06
0.0989247311827957,9.775171065493646e-06
0.0989247311827957,9.775171065493646e-06
0.11075268817204302,9.775171065493646e-06
0.10752688172043011,9.775171065493646e-06
0.11612903225806452,0.0
0.11720430107526882,4.887585532746823e-06
0.11827956989247311,9.775171065493646e-06
0.1193548387096774,1.9550342130987292e-05
0.1247311827956989,9.775171065493646e-06
0.12580645161290324,1.9550342130987292e-05
0.12903225806451613,1.466275659824047e-05
0.13333333333333333,2.4437927663734115e-05
0.13548387096774195,0.0
0.13870967741935483,0.0
0.14946236559139783,0.0
0.15483870967741933,0.0
0.14731182795698924,4.887585532746823e-06
0.16129032258064516,4.887585532746823e-06
0.16129032258064516,0.0
0.16129032258064516,9.775171065493646e-06
0.15591397849462366,4.887585532746823e-06
0.16989247311827957,4.887585532746823e-06
0.16881720430107527,1.466275659824047e-05
0.14731182795698924,0.00010752688172043012
0.17204301075268816,2.932551319648094e-05
0.15698924731182795,0.00011241446725317693
0.18387096774193548,1.466275659824047e-05
0.1924731182795699,4.887585532746823e-06
0.17849462365591398,6.842619745845552e-05
0.1924731182795699,1.9550342130987292e-05
0.18817204301075272,3.9100684261974585e-05
0.18924731182795698,1.9550342130987292e-05
0.1978494623655914,1.466275659824047e-05
0.16021505376344086,0.00021505376344086021
0.19892473118279566,0.0001270772238514174
0.2064516129032258,9.775171065493646e-06
0.2129032258064516,9.775171065493646e-06
0.2172043010752688,4.887585532746823e-06
0.23763440860215054,4.887585532746823e-06
0.22688172043010754,4.887585532746823e-06
0.2075268817204301,9.286412512218964e-05
0.2236559139784946,4.887585532746823e-06
0.22688172043010754,4.887585532746823e-06
0.24301075268817204,4.887585532746823e-06
0.23548387096774193,2.932551319648094e-05
0.2387096774193548,1.9550342130987292e-05
0.25268817204301075,4.887585532746823e-06
0.253763440860215,1.9550342130987292e-05
0.26666666666666666,2.4437927663734115e-05
0.25483870967741934,9.775171065493646e-06
0.26021505376344084,4.887585532746823e-06
0.267741935483871,0.0
0.26666666666666666,0.0
0.2752688172043011,1.466275659824047e-05
0.2709677419354839,1.9550342130987292e-05
0.275268817204301,0.0
0.27741935483870966,9.775171065493646e-06
0.2817204301075269,4.887585532746823e-06
0.2860215053763441,3.421309872922776e-05
0.2870967741935484,1.466275659824047e-05
0.2924731182795699,1.466275659824047e-05
0.2924731182795699,4.887585532746823e-06
